288.2988,299.993,246.09,301.31677,300.9611,253.26999,1
254.23822,264.488,257.82,258.49994,241.88312,251.15999,2
250.0,250.0,241.51999,250.0,250.0,253.51,2
264.8354,287.3598,251.34001,276.69308,293.03665,262.68,2
236.77562,250,235.23,275.01373,317.85715,257.18,2
255.8663,250,244.0,254.50217,253.84616,254.69,2
257.49597,295.26315,236.18999,250.0,250.0,243.23001,1
250.44624,245.16129,244.38,250.0,250.0,251.67,2
250.0,250.0,242.79001,250.0,250.0,254.01999,1
250.0,250.0,249.76001,250.03374,247.6684,249.02,2
263.839,223.77675,237.11,253.61345,287.17352,251.44,2
256.7765,252.77873,241.02,254.60153,247.79169,252.27,1
256.7886,232.47208,260.72,253.5159,298.22742,244.2,2
254.87512,269.70587,250.08,278.84875,304.8485,248.84999,1
251.15916,263.0542,247.86002,251.69646,243.58975,253.18,1
251.69124,264.10257,254.76999,250.0,250.0,246.70999,1
250.0,250.0,248.33,250.0,250.0,251.34,1
250.0,250.0,245.14,250.0,250.0,248.25,1
262.69662,296.0154,264.08002,264.19763,256.1922,249.16998,1
254.5681,250.6961,246.77998,259.09894,249.81685,250.47,2
247.86856,237.09956,256.73,250.98354,283.3333,254.01999,1
245.29703,220.1685,241.04,253.44145,246.15384,242.87,2
248.87218,248.75,248.71,249.22934,247.4359,250.08,2
250.0,250.0,260.03998,250.0,250.0,244.44,1
100.0,100.0,100.0,0.0,0.0,0.0,1
250.0,250.0,237.20999,254.89865,267.56757,244.25,1
266.33292,320.19705,248.47,243.49593,250.0,247.27,1
242.01758,252.16164,254.51,251.7583,213.29994,238.79,1
248.95517,272.24344,255.92,253.71265,251.89874,240.9,1
254.29286,242.64,250.37,252.54736,282.46606,260.67,2
267.0841,238.3721,253.64001,250.0,250.0,252.32,1
250.0,250.0,251.34,250.0,250.0,251.70001,1
250.0,250.0,257.09,250.0,250.0,246.68999,1
258.1206,294.8808,241.42,252.4762,258.2677,254.46,1
250.0,250.0,244.54999,250.0,250.0,244.61,1
253.48846,263.797,237.4,255.44669,259.81653,242.4,1
252.92525,281.2729,251.04001,254.08115,256.89075,241.59,1
249.66348,275.70142,243.37,245.01317,233.33333,237.98,2
262.9568,278.8607,243.32,251.05612,252.22183,246.99,2
250.0,250.0,242.8,250.0,250.0,248.63998,2
250.0,250.0,247.06999,257.42972,254.16667,251.93,2
250.0,250.0,247.54001,250.0,250.0,250.40999,1
248.02632,257.79816,255.86,250.0,250.0,239.95001,2
253.03339,268.018,248.90999,254.92542,294.2884,254.45,2
252.55444,270.8017,253.68001,248.56226,224.88889,242.97,1
258.64243,273.19574,258.87,256.16312,287.96863,255.84,2
262.19006,325.43378,251.26,250.0,250.0,253.89,1
250.0,250.0,243.09,250.0,250.0,245.98,2
250.0,250.0,248.70999,250.0,250.0,248.70999,1
250.0,250.0,262.46,252.53925,254.58716,247.8,1
249.8521,239.29175,244.69998,242.89198,256.34888,252.36,2
259.723,220.43948,255.23,247.43301,270.21292,248.84999,2
241.16391,257.2143,253.73001,266.4377,287.60785,251.62001,2
244.3568,277.47696,245.11,250.0,250.0,245.51,2
250.0,250.0,251.90999,250.0,250.0,244.95999,2
250.0,250.0,249.37999,250.0,250.0,245.5,1
250.0,250.0,244.26,250.0,250.0,243.70999,2
265.03366,282.2955,243.89,258.37473,244.17868,241.69,1
251.10953,220.3856,258.01,252.60025,275.0724,255.99,2
245.02946,214.81932,241.02,257.17523,277.0,247.67,2
263.8055,276.6843,249.0,260.80817,267.46033,253.99002,2
250.24786,265.7143,255.64001,250.0,250.0,242.72,1
250.0,250.0,257.33002,250.0,250.0,247.67,1
250.0,250.0,241.66,250.0,250.0,248.22,1
250.0,250.0,250.65,263.6715,302.0615,243.39,2
271.96567,303.05713,253.21,261.85468,266.65427,255.77,1
268.9693,341.35187,254.05,245.58136,234.69003,243.96,1
260.0495,295.59744,257.84,250.7122,239.76062,239.5,1
252.14471,258.73016,242.98001,250.0,250.0,246.89001,2
250.0,250.0,239.23,250.0,250.0,253.18001,1
250.0,250.0,243.1,250.0,250.0,245.9,1
249.15152,212.4183,250.31,247.57147,353.8401,246.92,2
253.37616,263.34534,258.34,259.99753,295.3405,255.19,1
268.51413,318.3997,247.31,258.31268,307.02054,251.22,1
262.18042,285.91443,252.79999,250.79799,258.4087,256.55,2
250.0,250.0,252.34001,248.75311,250.0,253.5,2
250.0,250.0,247.44,250.0,250.0,242.1,1
250.0,250.0,246.19,250.0,250.0,258.02,1
250.0,250.0,242.04999,258.8175,249.78778,254.85,1
257.39963,328.58704,250.78,255.1456,267.0719,250.05,1
251.8461,272.80188,243.48001,256.3244,250,259.97998,2
244.51802,211.36363,249.91,246.3757,349.83353,249.05,2
100.0,100.0,100.0,0.0,0.0,0.0,2
244.66536,193.5065,253.23,250.05382,255.76923,258.2,2
250.0,250.0,245.84001,250.0,250.0,241.68,1
250.0,250.0,250.12,250.0,250.0,253.37999,2
250.0,250.0,256.11002,250.0,250.0,239.22,1
250.0,250.0,252.33,250.42825,246.57535,240.77,1
258.65182,289.0513,237.6,261.31946,278.84457,256.96,2
260.72107,234.41582,249.76001,270.65155,288.06964,244.6,2
263.72,255.56989,237.95999,260.75275,259.763,244.55,1
250.0,250.0,243.95001,250.0,250.0,255.04,2
250.0,250.0,252.69,250.0,250.0,252.3,1
249.33264,252.0,244.45001,250.93896,220.0,249.97,1
266.43735,208.09889,236.82999,270.63297,295.94318,242.06,2
249.11493,270.03967,251.64,254.5417,256.9697,242.83,1
281.7132,304.2157,240.04999,240.85083,259.87228,253.56,1
259.83557,243.45091,246.05,253.15611,228.65854,240.85,1
250.0,250.0,256.77002,250.0,250.0,260.12,2
250.0,250.0,252.16,250.0,250.0,250.74,1
250.0,250.0,243.8,252.23462,270.8023,236.42,2
250.0,250.0,256.33002,251.54181,281.49316,242.69,1
258.58426,272.35526,250.38,255.7653,280.12332,251.63,2
251.21246,271.32364,250.43,258.41882,242.28342,249.14,2
250.0552,260.22568,254.52,250.41388,259.4925,260.08002,2
257.5924,262.76596,248.15,250.0,250.0,256.41998,1
277.8429,266.33987,248.09999,250.0,250.0,260.03,1
250.0,250.0,251.16,250.0,250.0,252.22002,1
250.0,250.0,250.08,257.5382,249.57983,248.27,2
256.39932,303.57086,255.55,245.39592,199.45651,257.94,1
268.22095,322.69418,249.63,260.11475,254.2921,245.20999,1
250,250,98.3,0.0,0.0,0.0,2
275.3058,289.78424,247.97,259.9252,207.34393,251.59,1
253.16286,244.18605,244.16,250.0,250.0,253.53001,2
250.0,250.0,229.05998,250.0,250.0,250.11002,1
250.0,250.0,250.4,250.0,250.0,247.81,1
250.0,250.0,252.36,250.0,250.0,248.56999,1
247.8103,251.1315,250.41998,252.58965,257.06918,248.62001,2
246.77026,268.60513,253.34,257.74246,266.87692,247.41,2
252.1987,201.19048,246.93001,254.3598,292.70337,247.19,2
247.22243,163.33333,240.05,250.0,250.0,242.57999,2
250.0,250.0,238.51,257.1557,256.53595,255.53,1
253.71857,264.55237,243.34999,250.0,250.0,249.76001,2
250.0,250.0,262.67,250.0,250.0,246.25,1
100.0,100.0,100.0,0.0,0.0,0.0,2
250.0,250.0,249.08,250.0,250.0,246.01,2
265.20694,279.5879,242.47,255.02968,259.46106,253.28001,1
245.42693,237.92865,239.04,253.48872,256.97675,247.36,2
261.23672,289.11993,248.76001,254.66772,261.17645,250.89,1
258.69223,274.12976,245.56999,259.02487,267.48807,251.03,2
250.0,250.0,234.47,250.0,250.0,243.29,2
250.0,250.0,254.8,250.46823,255.32787,253.76999,1
250.0,250.0,236.04001,250.0,250.0,252.3,2
250.0,250.0,232.17,250.0,250.0,257.45,2
