60.10631,71.42857,47.03,1
59.66527,59.2,48.86,1
54.842453,57.894737,52.03,1
55.498165,50.943398,47.16,1
58.18659,60.526318,51.01,1
54.65475,47.826088,55.57,0
60.45073,67.69231,44.98,0
62.588306,56.818184,49.76,0
60.64026,64.624504,49.0,0
62.98273,64.0,53.96,0
50,50,50,0
51.136364,53.7037,47.59,0
51.319485,44.11765,51.45,0
50.452156,50.0,53.49,0
51.330204,66.666664,55.29,0
50,50,47.53,1
56.53595,46.42857,49.95,1
51.963997,45.454544,49.26,1
50,50,50.17,1
50,50,54.25,1
50,50,56.7,0
54.862976,63.070538,45.04,0
51.073673,47.169815,49.76,0
57.61124,82.85715,49.54,0
51.287502,44.262295,50.3,0
56.304985,71.42857,55.57,1
51.906685,49.056606,48.77,1
61.583923,56.0,53.36,1
52.333805,48.809525,50.64,1
54.56369,67.741936,54.34,1
58.790436,55.555557,37.41,0
53.372246,50.684933,50.0,0
52.173916,50,49.12,0
20.0,50,45.34,0
52.439026,50,53.36,0
50,50,50,1
51.99474,75.0,47.48,1
63.636364,100.0,52.04,1
51.671185,42.857143,56.72,1
57.71144,50.0,50.94,1
50.337837,56.862743,49.9,0
50.0,50,48.19,0
52.84281,70.0,48.38,0
52.322525,78.57143,50.94,0
50.36313,50,46.59,0
50.149635,33.333332,54.52,1
50,50,50,1
52.156296,53.846157,49.76,1
52.196236,66.666664,50.41,1
50,50,50,1
50,50,50,0
51.692524,30.76923,48.35,0
51.722595,51.428574,49.9,0
55.22388,60.0,51.45,0
55.199997,31.578947,37.41,0
50,50,50,1
51.36876,100.0,49.83,1
54.12371,46.874996,53.42,1
50,50,50,1
48.12099,40.298508,48.19,1
51.177284,44.444443,50.98,1
51.05038,46.666668,45.53,1
52.27656,51.515152,50.94,1
51.91919,64.93507,47.77,1
50.35307,45.21739,45.8,1
54.192547,52.58621,52.32,0
50.40898,45.20548,49.95,0
50,50,50,0
50,50,50,0
50,50,50,0
50.496124,55.0,52.7,0
55.873016,33.333332,55.29,0
50,50,50,0
51.956684,45.454544,50.41,0
48.46278,48.68421,52.32,0
51.636448,48.71795,51.02,1
49.802372,60.0,50.98,1
50.468956,61.53846,46.84,1
51.3224,71.30435,47.77,1
50.285713,56.666668,47.59,1
52.70038,64.70589,46.84,1
52.42516,44.999996,50.98,1
50,50,50,1
49.74958,60.0,52.26,1
50,50,50,1
61.791042,68.181816,51.82,0
50,50,50,0
66.233765,80.0,50.36,0
50.82394,56.666668,50.08,0
50,50,46.59,0
52.941177,56.25,52.56,1
52.372467,56.75676,49.95,1
53.08612,76.190475,55.29,1
49.27667,56.818184,54.25,1
55.020195,50.0,52.03,1
53.470985,41.666664,54.34,0
52.288486,52.0,47.53,0
53.16309,51.219513,47.21,0
52.22608,48.148148,49.98,0
53.048996,63.157894,50.11,0
51.90994,43.85965,46.34,0
50,50,50,0
50.33429,58.064518,52.26,0
53.675213,56.666668,48.35,0
48.648647,42.105263,49.83,0
52.852528,30.76923,50.98,1
51.269035,57.142857,49.54,1
54.977375,61.904762,49.95,1
50,50,50,1
50,50,50,1
50,50,50,1
50.389107,33.333332,47.03,1
50.0,57.575756,56.72,1
48.314606,33.333332,53.49,1
49.16485,62.857143,49.49,1
49.531456,50.0,48.38,0
50,50,50,0
52.02265,66.666664,51.68,0
50,50,50,0
49.42943,66.666664,53.96,0
50.950905,9.090909,45.8,0
49.25094,60.0,51.4,0
45.81818,56.25,46.56,0
52.76539,50.0,50.94,0
46.511627,44.827587,46.34,0
53.441456,46.153843,47.53,1
50,50,45.34,1
50,50,50,1
50,50,50,1
50,50,50,1
50,50,50,1
50,50,50,1
50,50,52.7,1
52.99957,68.965515,52.67,1
60.0,65.51724,50.41,1
50,50,45.1,1
53.333332,85.71429,47.59,1
50.698112,50.0,54.25,0
50,50,50,0
47.89615,33.333332,47.22,0
45.833332,66.666664,50.17,0
49.068325,50.0,45.63,0
48.546513,48.71795,50.3,1
50,50,50,1
45.644985,51.38889,52.32,1
47.826088,52.054794,51.89,1
50,50,50,1
51.461304,55.882355,48.92,0
49.235474,25.0,51.45,0
51.15033,28.571428,37.41,0
50,50,50,0
49.911194,53.846157,51.01,0
46.645866,51.81818,56.72,1
51.570187,45.454544,50.11,1
48.723896,62.5,46.34,1
51.202972,57.142857,50.08,1
50.81225,55.32787,52.67,1
53.12619,51.898735,46.78,0
50,50,50,0
50,50,50,0
50.586452,50.0,44.12,0
50,50,50,0
52.083336,50.0,50.77,0
51.4377,61.53846,48.35,0
49.114365,52.53012,52.32,0
51.657455,28.571428,48.93,0
50,50,50,0
50.437828,54.901962,48.38,1
50,50,50,1
50.167786,60.25641,56.72,1
50,50,50,1
51.94175,67.30769,55.57,1
51.550186,67.85715,47.38,1
50,50,47.59,1
50,50,52.71,1
51.235584,47.36842,46.78,1
50.7027,48.571426,42.94,1
51.26798,45.454544,45.34,0
52.28075,46.72897,46.34,0
50,50,50,0
50.15029,59.63303,50.08,0
51.747654,58.0,50.64,0
50.175194,64.51613,49.98,1
51.762115,60.0,48.35,1
50,50,50,1
50,50,50,1
50.987926,56.75676,52.71,1
57.3536,35.714287,46.56,0
48.60681,50.0,50.08,0
45.454544,44.11765,47.59,0
47.214485,47.058823,50.77,0
55.451714,80.0,46.59,0
53.011364,56.25,47.59,0
50.37725,48.275864,48.86,0
48.15498,59.574467,49.0,0
48.61989,58.139534,50.11,0
49.500004,53.46154,47.81,0
43.809525,33.333332,37.41,1
50,50,50,1
51.792336,51.16279,51.45,1
49.4113,48.837208,49.12,1
50,50,50,1
54.79204,53.57143,44.12,0
50.706406,42.982456,46.34,0
52.91262,55.555557,48.93,0
53.59785,67.567566,47.21,0
50.94787,59.183674,56.72,0
50,50,50,1
51.266766,55.670105,49.38,1
49.789352,46.551727,48.35,1
50,50,50,1
50,50,49.26,1
50,50,50.36,0
50,50,50,0
50,50,47.81,0
49.577164,51.351353,51.82,0
53.456223,66.666664,48.92,0
50.88927,46.34146,46.34,1
50.324867,55.92105,52.56,1
52.6,68.75,55.57,1
50.234066,48.275864,49.0,1
50.877193,75.0,50.98,1
51.902832,62.5,50.41,1
48.45938,52.63158,54.59,1
52.62701,55.670105,48.38,1
50,50,50,1
49.56522,50.0,50.3,1
50,50,50,0
54.7546,36.0,50.11,0
51.20947,38.88889,47.77,0
42.598186,50.0,45.09,0
50,50,50,0
51.94805,60.220993,52.56,0
53.035934,56.363636,54.59,0
49.769474,42.028984,48.38,0
51.58184,54.23729,50.64,0
52.307137,60.344826,52.7,0
50.47161,69.69697,55.57,1
52.483086,60.46512,45.8,1
48.837208,50.0,52.04,1
51.838005,53.488373,50.11,1
52.533203,54.318184,52.32,1
52.931133,54.385963,50.77,1
51.968975,63.157894,52.39,1
52.642708,67.88991,48.3,1
53.125,60.0,48.35,1
51.522247,80.0,51.45,1
50,50,50.36,0
50,50,52.23,0
50,50,47.53,0
50,50,50.41,0
50,50,53.36,0
50,50,50,0
50,50,51.73,0
47.69231,42.857143,47.59,0
52.21652,48.10127,48.35,0
49.943268,48.333336,47.03,0
50,50,50,1
46.564884,55.172413,48.86,1
50,50,50,1
49.78484,41.17647,46.78,1
46.542263,60.0,56.72,1
52.02328,45.588234,52.56,0
53.219887,10.0,48.3,0
53.500618,53.333332,51.73,0
50.14454,53.623188,50.41,0
50.83468,57.894737,52.23,0
50,50,50,1
45.454544,53.125,45.03,1
51.97505,69.230774,50.0,1
48.897537,42.857143,54.01,1
51.105885,55.0,49.81,1
43.201546,50.0,50.77,0
48.194664,50.0,47.53,0
52.217037,59.0,48.77,0
51.467712,48.214287,52.7,0
46.082947,50.0,53.96,0
55.50324,61.11111,51.45,1
57.446808,48.11321,52.32,1
51.001335,57.5,50.8,1
51.228466,54.21687,48.19,1
51.257862,66.666664,48.86,1
54.302105,61.904762,49.81,1
50,50,50,1
54.957806,57.692307,47.03,1
52.90188,55.555557,48.86,1
52.87187,57.142857,48.19,1
50.804214,53.797466,50.64,0
50.573696,57.142857,50.77,0
53.31205,25.0,47.38,0
51.345978,46.841293,46.34,0
52.338783,61.39706,46.56,0
49.70656,45.528458,52.32,0
50,50,50,0
50.61792,42.857143,51.4,0
47.763,32.0,52.56,0
53.02205,50.0,51.73,0
49.92256,64.51613,54.59,1
51.770893,38.70968,48.93,1
49.3565,61.38614,53.49,1
51.224037,56.75676,49.0,1
50.326263,53.7037,49.98,1
48.47372,14.285714,48.3,0
48.805458,55.31915,48.86,0
49.68592,47.673466,46.34,0
49.255665,47.54098,51.89,0
48.808712,50.0,45.63,0
50,50,50,1
50,50,50,1
55.18672,75.0,50.64,1
50,50,50,1
51.9885,52.0,47.03,1
50,50,50,0
50,50,50,0
54.44646,53.846157,50.17,0
51.234894,54.545452,50.64,0
58.124172,68.29268,48.19,0
52.37047,53.57143,51.04,1
53.023483,58.333332,45.34,1
53.846157,55.555557,52.32,1
51.568058,50.0,55.29,1
50,50,50,1
51.36546,52.39726,47.21,1
64.88294,75.0,48.77,1
52.39622,51.76282,53.36,1
51.094025,67.64706,55.57,1
52.227013,56.25,48.3,1
54.64992,56.71642,52.32,0
51.57274,48.484848,50.08,0
52.3492,42.22222,49.12,0
50,50,50,0
53.282825,69.230774,54.25,0
56.45161,66.233765,50.08,1
54.163445,54.85669,48.19,1
56.650246,100.0,54.96,1
50.35461,64.70589,49.81,1
51.34938,55.555557,51.01,1
50,50,50,0
49.41841,57.547173,45.63,0
49.71944,20.0,50.8,0
50,50,50,0
46.443516,57.142857,47.53,0
54.570385,83.33333,53.96,1
54.244606,46.153843,48.35,1
50.565887,60.46512,53.49,1
50,50,50,1
50.66862,55.64516,52.04,1
49.800556,42.307693,47.59,0
51.667313,40.310078,44.88,0
50,50,50,0
50,50,50,0
49.244335,57.142857,47.03,0
50,50,52.32,0
50,50,50,0
50,50,48.77,0
49.24033,23.529411,50.3,0
49.911194,38.88889,48.92,0
49.450546,100.0,50.98,1
49.81173,47.083336,46.34,1
47.95389,100.0,50.11,1
50.355297,56.75676,49.49,1
50,50,50,1
50.05284,51.31579,52.32,1
50.64048,66.666664,53.49,1
51.139004,51.612904,51.89,1
51.543842,43.749996,50.64,1
50,50,50,1
54.63158,66.666664,51.45,0
50,50,50,0
53.011566,55.555557,52.7,0
50,50,50,0
52.354397,73.11828,51.04,0
54.06504,55.172413,50.11,1
52.860695,72.72727,51.45,1
56.552418,72.5,50.77,1
50,50,50,1
55.035973,68.0,44.98,1
53.693287,45.2381,45.8,0
51.153843,61.971832,49.76,0
52.750355,70.83333,52.56,0
51.86926,72.72727,55.29,0
48.845917,56.25,47.81,0
51.763332,52.63158,52.71,0
59.021408,66.666664,47.53,0
52.464172,61.61616,50.0,0
50,50,50,0
48.931507,55.0,52.56,0
49.174255,51.265823,48.35,1
50.104748,50.0,48.93,1
51.518986,57.142857,54.01,1
50,50,51.01,1
50,50,54.25,1
49.272114,100.0,45.1,1
56.419624,60.165974,52.32,1
51.707893,68.42105,53.36,1
50,50,50,1
50,50,50,1
50.281216,60.0,54.01,0
49.97776,44.0,45.8,0
50,50,50,0
54.225353,60.294117,49.83,0
50.661278,52.777775,50.41,0
51.38298,57.142857,44.12,0
50.638714,51.612904,43.38,0
49.950344,58.490566,55.57,0
49.874058,55.555557,50.41,0
50,50,50,0
47.826088,20.0,45.63,1
51.06952,54.545452,56.72,1
50.728745,54.263565,48.92,1
56.946354,100.0,55.29,1
49.753693,50,53.42,1
49.927853,25.0,47.59,0
50,50,50,0
44.59016,36.363636,52.32,0
50,50,50,0
50,50,50,0
50.0,60.869564,46.34,1
54.957508,66.666664,56.7,1
45.714287,75.0,47.43,1
44.141415,47.2973,47.81,1
51.5625,100.0,50.77,1
50,50,50,0
50,50,50,0
56.603775,66.037735,45.04,0
48.51485,53.333332,50.0,0
51.015858,56.25,44.88,0
51.564243,58.35777,48.19,0
50.953117,55.072464,49.49,0
54.074074,62.5,55.57,1
49.74409,66.33663,54.34,1
51.598312,44.999996,46.34,1
52.95641,43.243244,49.26,1
52.94657,61.764706,51.45,1
52.573757,66.666664,49.54,0
54.9454,47.12644,47.53,0
50.982143,60.0,50.0,0
49.741177,15.384615,54.34,0
52.47859,45.2381,48.35,0
56.785564,68.04733,50.98,1
54.186523,59.74026,47.59,1
54.87228,51.28205,47.03,1
54.807156,59.0,49.0,1
50,50,50,1
51.15848,63.636364,46.59,1
52.206165,16.666666,45.03,1
54.73564,30.76923,50.64,1
52.674805,76.31579,50.17,1
52.944916,68.181816,45.53,1
53.54331,51.063828,51.89,0
52.337936,46.666668,49.54,0
54.06805,60.0,50.77,0
50.80346,52.03252,47.21,0
50,50,45.14,0
50,50,50,0
50,50,48.19,0
51.243782,58.82353,47.21,0
55.562435,49.27536,46.34,0
59.631145,0.0,45.09,0
63.13253,53.125,44.61,1
52.910736,80.0,44.98,1
50,50,50,1
51.431087,56.0,51.02,1
53.15861,56.818184,51.45,1
50,50,50,1
50.97197,66.666664,52.7,1
45.648315,62.5,47.59,1
52.10442,44.444443,50.41,1
50.390236,46.42857,50.94,1
50,50,50,0
50,50,50,0
50.67443,60.0,45.53,0
49.369904,33.333332,48.3,0
54.497356,63.636364,49.0,0
50.874126,60.0,56.72,1
54.013504,55.882355,50.08,1
68.76091,75.0,47.03,1
53.677174,53.333332,42.1,1
54.38749,60.0,44.12,1
41.17647,60.0,49.98,0
48.919857,51.72414,52.03,0
50,50,50,0
49.71975,70.37038,53.96,0
51.03475,27.777779,47.59,0
50,50,50,1
53.454983,60.526318,50.77,1
51.17371,59.2233,51.89,1
53.014355,27.272726,45.09,1
52.192516,46.42857,48.3,1
51.55976,53.658535,47.77,0
51.59635,25.0,47.03,0
50,50,52.26,0
50,50,50,0
50,50,43.79,0
49.557148,46.601944,56.7,0
50.084637,45.555553,46.34,0
55.38618,62.5,47.21,0
53.283714,62.903225,49.49,0
50.272594,54.794518,50.64,0
50.547523,57.142857,53.36,1
50,50,50,1
52.58621,61.290325,50.08,1
52.63158,61.69014,48.19,1
50,50,50,1
47.66949,62.5,50.64,0
50.0,50.735294,45.53,0
51.63795,46.666668,48.92,0
51.942066,61.11111,53.02,0
49.96295,50.31056,52.32,0
53.27022,28.571428,52.03,1
54.254677,61.904762,48.92,1
50,50,50,1
50,50,50,1
50.89392,51.807228,48.19,1
49.5935,70.37038,55.29,0
48.571426,50.0,51.4,0
50.67195,63.111115,56.7,0
49.815327,43.41085,48.19,0
51.403008,33.333332,42.94,0
50.504658,56.71853,52.32,1
49.98169,56.074768,50.0,1
50,50,50,1
50.13477,54.83871,56.72,1
49.792778,41.860466,51.04,1
52.243042,48.484848,49.26,1
49.148937,54.545452,56.7,1
53.559322,100.0,48.92,1
51.88131,40.54054,49.9,1
49.566723,60.0,50.77,1
50,50,50,0
50.0,37.5,55.29,0
50.481926,50.0,53.36,0
48.88889,61.95652,48.93,0
46.025105,0.0,50.36,0
63.09904,100.0,50.8,1
50,50,50,1
50,50,50,1
52.437263,62.5,45.34,1
52.684635,60.194176,53.49,1
52.11005,62.721893,48.77,0
53.580368,20.0,49.54,0
52.590508,63.953487,50.0,0
56.78787,62.162163,53.96,0
45.045963,45.454544,42.94,0
50,50,48.35,0
52.895752,51.351353,49.95,0
48.458153,28.571428,50.98,1
50,50,50,1
51.294163,55.072464,49.26,1
54.561104,66.666664,48.19,1
70.99237,89.47369,49.54,1
50.476192,38.70968,47.03,0
58.81384,59.25926,51.68,0
50.526318,0.0,54.59,0
50.108852,59.375,46.84,0
50,50,51.45,0
50,50,47.21,0
48.140636,57.79817,50.0,0
51.19225,33.333332,48.35,0
47.915623,50.0,54.96,0
50.5618,60.0,49.9,0
50.495495,54.7619,47.53,1
50,50,50,1
50,50,50,1
51.41071,49.090908,52.32,1
50.683445,53.216377,48.77,1
50.290535,56.565655,50.41,0
50,50,50,0
50.678734,56.25,52.26,0
45.25,60.0,52.32,0
50.551003,45.789474,48.35,0
53.279453,53.968254,48.19,1
49.917114,37.31343,47.81,1
52.850357,58.92857,50.0,1
50.34619,50.0,50.77,1
51.349354,66.666664,50.64,1
51.05316,50.0,51.01,0
55.482456,0.0,46.84,0
44.635193,42.857143,49.0,0
50,50,50,0
51.0279,58.333332,50.08,0
50.395596,52.173916,43.01,1
56.723923,81.818184,52.7,1
46.47887,56.666668,52.71,1
50,50,50,1
50.76142,52.04461,48.77,1
49.54628,58.333332,52.23,0
48.725216,25.0,45.34,0
49.667473,30.0,48.38,0
49.176846,50.0,45.8,0
50.10661,0.0,48.3,0
50,50,48.19,1
50,50,45.04,1
50,50,47.03,1
50,50,50,1
50,50,52.32,1
50,50,50,0
50,50,50,0
50,50,46.34,1
50,50,50,1
53.70781,43.749996,50.77,1
54.489796,69.44444,47.59,1
57.009342,66.39344,47.77,1
51.974644,57.142857,50.94,0
50,50,50,0
51.597054,50.0,51.04,0
50.617283,46.153843,47.81,0
50.840717,56.164383,53.49,0
53.035263,36.363636,45.34,0
51.22655,61.904762,50.64,0
49.617485,60.039764,45.53,0
47.04762,50.588234,47.53,0
44.5,29.032259,50.0,0
50,50,50,1
50,50,50,1
50,50,50,1
51.90678,51.16279,45.63,1
51.581936,55.813953,51.73,1
50.527706,59.574467,42.1,1
50,50,50,1
59.22787,54.545452,52.7,1
50,50,50,1
51.481148,75.0,53.96,1
49.042847,41.17647,49.26,0
51.623375,70.0,47.38,0
50.71372,50.0,54.25,0
50.810017,40.0,50.17,0
52.477764,60.0,49.83,0
52.057793,73.58491,54.25,0
52.074345,52.985073,45.03,0
52.49433,52.105263,46.34,0
50,50,50,0
52.065758,45.454544,49.95,0
52.134953,43.47826,45.8,1
51.50646,62.601627,53.42,1
51.955822,54.545452,52.56,1
50,50,49.49,1
53.427654,56.862743,49.76,1
50.89207,52.5,49.76,0
51.107254,52.777775,52.67,0
59.900993,63.636364,50.08,0
51.476154,51.11111,47.53,0
53.18352,62.987015,56.72,0
51.57373,59.375,49.98,1
50.725365,50.349648,49.81,1
52.42989,54.545452,51.73,1
50.858875,50.920246,48.93,1
55.302364,56.52174,48.19,1
50.0,50,45.34,0
57.19298,0.0,45.04,0
53.81507,55.95238,49.98,1
55.66343,54.545452,45.63,1
50,50,50,1
51.80471,55.084747,47.53,1
51.210922,54.545452,50.64,1
53.630913,54.83871,47.03,0
54.48476,45.454544,45.8,0
60.379345,47.058823,46.78,0
56.650246,68.181816,50.98,0
49.524223,51.72414,49.76,0
53.08162,40.0,42.94,0
53.174603,0.0,47.81,0
46.052628,54.545452,52.56,0
47.794113,0.0,44.12,0
49.56522,50.0,45.53,0
51.46277,61.53846,53.02,1
50,50,50,1
50,50,47.03,1
50,50,43.01,1
50,50,45.8,1
50,50,50,0
54.289543,50.0,48.86,0
53.606827,55.555557,45.53,0
51.742626,47.787613,50.64,0
52.878788,66.666664,49.95,0
51.923077,50.666668,47.03,1
51.50646,37.5,48.93,1
51.410255,56.31068,49.76,1
69.36709,75.32468,45.09,1
57.993195,74.0,53.42,1
52.69122,66.666664,44.12,0
52.195892,61.19403,50.17,0
49.57034,36.0,54.96,0
55.026455,50,52.56,0
53.002884,52.173916,51.04,0
50,50,50,1
50,50,50,1
50.6986,16.666666,46.59,1
57.218967,40.0,50.3,1
51.658306,63.157894,46.84,1
51.395397,55.31915,47.59,1
51.668667,49.557526,50.0,1
52.992035,52.21239,42.94,1
50,50,50,1
48.807854,33.333332,48.35,1
52.409416,58.303886,52.32,0
56.32458,0.0,50.08,0
50,50,50,0
50.49896,46.153843,47.03,0
50,50,45.34,0
50,50,50,0
58.843285,66.666664,45.34,0
51.920063,56.666668,52.67,0
50,50,50,0
52.624386,49.090908,42.94,0
50,50,50,1
44.7619,66.666664,47.21,1
51.307114,46.84015,48.19,1
50.962513,55.813953,51.82,1
53.22095,57.142857,54.25,1
50.860798,50.0,45.53,1
56.524094,68.840576,47.77,1
54.493305,25.0,49.83,1
52.87645,54.054054,49.54,1
51.65491,69.64285,45.09,1
51.893646,55.31915,51.68,0
51.51639,54.88722,48.19,0
51.777172,47.36842,48.86,0
51.195747,70.588234,53.96,0
56.78175,54.545452,47.03,0
52.01181,48.0,42.99,0
45.2071,45.833332,53.36,0
60.285713,65.38461,49.95,0
51.275513,58.064518,49.49,0
51.651653,55.084747,47.43,0
57.23077,63.636364,51.89,1
62.86044,45.161293,42.94,1
53.25832,58.860756,48.19,1
54.23341,50.0,49.81,1
54.58488,50.0,53.49,1
50,50,54.25,0
50,50,50.17,0
61.792454,54.545452,52.04,0
44.53552,25.0,43.01,0
54.418606,63.636364,51.4,0
51.779938,66.666664,46.84,1
67.336685,50.0,44.61,1
51.68788,57.142857,54.96,1
50,50,50,1
55.57047,50.0,49.54,1
47.5382,61.11111,50.36,1
51.22867,52.941177,48.93,1
51.24424,54.545452,48.86,1
46.680077,29.268291,48.35,1
49.700996,56.52174,49.49,1
52.098408,48.484848,49.0,0
48.498924,50.0,50.98,0
50,50,50,0
49.566055,51.47929,52.32,0
50,50,50,0
45.539906,30.76923,50.41,1
50,50,50,1
49.360798,58.064518,49.49,1
45.300594,44.444443,46.59,1
53.225315,47.61905,50.11,1
51.072964,36.363636,45.8,0
50.35315,42.857143,49.54,0
50.47414,48.387096,48.38,0
51.5625,66.666664,53.96,0
52.322407,74.07407,51.89,0
52.457375,42.857143,49.95,0
49.91645,42.682926,50.08,0
53.872437,63.44086,56.7,0
50,50,50,0
52.817013,57.894737,51.73,0
51.663406,47.61905,48.35,1
50,50,47.38,1
51.899357,50.961536,52.67,1
50,50,47.53,1
50,50,50,1
50,50,50,0
56.09756,87.49999,47.21,0
46.979164,36.842106,54.59,0
47.95699,34.615387,53.49,0
49.42085,45.833332,52.32,0
50,50,50,1
48.922802,80.0,51.45,1
47.403786,43.749996,50.3,1
51.94805,59.25926,49.49,1
49.15848,57.894737,45.53,1
51.419113,49.152542,46.19,0
51.290268,45.222927,48.35,0
50,50,50,0
51.75989,57.2973,44.88,0
50.410755,63.636364,50.08,0
51.710205,63.461536,47.21,1
50,50,50,1
51.552795,53.691277,45.1,1
50.72464,76.31579,56.72,1
50,50,50,1
50,50,50,1
53.357914,60.869564,54.25,1
50.225952,59.090908,52.23,1
49.307304,50.0,50.0,1
73.75,75.92593,45.34,1
51.427372,70.0,55.57,0
